program_abbr,catalog_program_id,requirement_id,requirement_type,label,year,semester_index,semester_label,option_min_count,option_index,course_code,numeric_code,course_title,metu_credit,contact_hours,lab_hours,ects,source_url,review_status
METE,570,REQ-0012,required_course,METE 102,1,2,Second Semester,1,1,METE 102,5700102,INTRODUCTION TO METALLURGICAL AND MATERIALS ENGINEERING,2,2,0,3.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0013,required_course,ENG 102,1,2,Second Semester,1,1,ENG 102,6390102,ENGLISH FOR ACADEMIC PURPOSES II,4,4,1,6.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0014,required_course,MATH 219,2,3,Third Semester,1,1,MATH 219,2360219,INTRODUCTION TO DIFFERENTIAL EQUATIONS,4,4,0,7.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0015,required_course,METE 201,2,3,Third Semester,1,1,METE 201,5700201,MATERIALS SCIENCE I,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0016,required_course,METE 203,2,3,Third Semester,1,1,METE 203,5700203,THERMODYNAMICS OF MATERIALS I,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0017,required_course,METE 215,2,3,Third Semester,1,1,METE 215,5700215,MATERIALS PROCESSING LABORATORY,2,1,2,4.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0018,required_course,CENG 240,2,3,Third Semester,1,1,CENG 240,5710240,PROGRAMMING WITH PYTHON FOR ENGINEERS,3,2,2,4.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0019,required_course,ENG 211,2,3,Third Semester,1,1,ENG 211,6390211,ACADEMIC SPEAKING SKILLS,3,3,1,4.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0020,required_course,OHS 301,2,3,Third Semester,1,1,OHS 301,8770301,OCCUPATIONAL HEALTH AND SAFETY - II,0,0,0,2.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0021,course_choice,Any 1 of the following set ..,2,3,Third Semester,1,1,HIST 2201,2402201,,0,2,0,2.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0021,course_choice,Any 1 of the following set ..,2,3,Third Semester,1,2,HIST 2205,2402205,HISTORY OF THE TURKISH REVOLUTION I,0,2,0,2.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0022,required_course,ES 223,2,4,Fourth Semester,1,1,ES 223,5610223,STATICS AND STRENGTH OF MATERIALS,4,4,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0023,required_course,ES 361,2,4,Fourth Semester,1,1,ES 361,5610361,COMPUTING METHODS IN ENGINEERING,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0024,required_course,METE 202,2,4,Fourth Semester,1,1,METE 202,5700202,MATERIALS SCIENCE II,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0025,required_course,METE 204,2,4,Fourth Semester,1,1,METE 204,5700204,THERMODYNAMICS OF MATERIALS II,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0026,required_course,METE 206,2,4,Fourth Semester,1,1,METE 206,5700206,MATERIALS LABORATORY,2,1,2,4.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0027,course_choice,Any 1 of the following set ..,2,4,Fourth Semester,1,1,HIST 2202,2402202,,0,2,0,2.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0027,course_choice,Any 1 of the following set ..,2,4,Fourth Semester,1,2,HIST 2206,2402206,HISTORY OF THE TURKISH REVOLUTION II,0,2,0,2.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0028,restricted_elective_pool,RESTRICTED ELECTIVE,2,4,Fourth Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0029,summer_practice,METE 300,3,5,Fifth Semester,1,1,METE 300,5700300,SUMMER PRACTICE I,0,0,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0030,required_course,METE 301,3,5,Fifth Semester,1,1,METE 301,5700301,PHASE EQUILIBRIA,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0031,required_course,METE 303,3,5,Fifth Semester,1,1,METE 303,5700303,MECHANICAL BEHAVIOR OF MATERIALS,4,4,0,6.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0032,required_course,METE 305,3,5,Fifth Semester,1,1,METE 305,5700305,TRANSPORT PHENOMENA,4,4,0,6.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0033,required_course,METE 307,3,5,Fifth Semester,1,1,METE 307,5700307,METALLIC MATERIALS AND METALLOGRAPHY,4,3,2,6.5,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0034,required_course,METE 349,3,5,Fifth Semester,1,1,METE 349,5700349,ELECTRICAL. MAGNETIC AND OPTICAL PROPERTIES OF MATERIALS,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0035,course_choice,Any 1 of the following set ..,3,5,Fifth Semester,1,1,TURK 105,6420105,TURKISH I,0,4,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0035,course_choice,Any 1 of the following set ..,3,5,Fifth Semester,1,2,TURK 201,6420201,ELEMENTARY TURKISH I,0,2,0,3.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0035,course_choice,Any 1 of the following set ..,3,5,Fifth Semester,1,3,TURK 303,6420303,TURKISH I,0,2,0,2.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0036,required_course,METE 302,3,6,Sixth Semester,1,1,METE 302,5700302,PRINCIPLES OF SOLIDIFICATION,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0037,required_course,METE 306,3,6,Sixth Semester,1,1,METE 306,5700306,CHEMICAL PRINCIPLES OF PRIMARY MATERIALS PROCESSING,4,4,0,6.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0038,required_course,METE 308,3,6,Sixth Semester,1,1,METE 308,5700308,PHYSICAL FOUNDATIONS OF MATERIALS,4,4,0,6.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0039,required_course,METE 310,3,6,Sixth Semester,1,1,METE 310,5700310,STRUCTURE AND CHARACTERIZATION OF MATERIALS,4,3,2,6.5,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0040,required_course,METE 350,3,6,Sixth Semester,1,1,METE 350,5700350,MULTI-SCALE MODELING AND SIMULATION OF MATERIALS,3,2,2,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0041,course_choice,Any 1 of the following set ..,3,6,Sixth Semester,1,1,TURK 106,6420106,TURKISH II,0,4,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0041,course_choice,Any 1 of the following set ..,3,6,Sixth Semester,1,2,TURK 202,6420202,INTERMEDIATE TURKISH I,0,2,0,3.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0041,course_choice,Any 1 of the following set ..,3,6,Sixth Semester,1,3,TURK 304,6420304,TURKISH II,0,2,0,2.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0042,summer_practice,METE 400,4,7,Seventh Semester,1,1,METE 400,5700400,SUMMER PRACTICE II,0,0,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0043,required_course,METE 401,4,7,Seventh Semester,1,1,METE 401,5700401,MATERIALS ENGINEERING DESIGN I,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0044,required_course,METE 451,4,7,Seventh Semester,1,1,METE 451,5700451,CERAMIC MATERIALS,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0045,required_course,METE 453,4,7,Seventh Semester,1,1,METE 453,5700453,POLYMER MATERIALS,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0046,technical_elective_pool,TECHNICAL ELECTIVE,4,7,Seventh Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0047,technical_elective_pool,TECHNICAL ELECTIVE,4,7,Seventh Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0048,nontechnical_elective_pool,NONTECHNICAL ELECTIVE,4,7,Seventh Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0049,required_course,METE 402,4,8,Eighth Semester,1,1,METE 402,5700402,MATERIALS ENGINEERING DESIGN II,3,1,4,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0050,free_elective_pool,FREE ELECTIVE,4,8,Eighth Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0051,technical_elective_pool,TECHNICAL ELECTIVE,4,8,Eighth Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0052,technical_elective_pool,TECHNICAL ELECTIVE,4,8,Eighth Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0053,nontechnical_elective_pool,NONTECHNICAL ELECTIVE,4,8,Eighth Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
METE,570,REQ-0054,nontechnical_elective_pool,NONTECHNICAL ELECTIVE,4,8,Eighth Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=570,scraped
