program_abbr,catalog_program_id,requirement_id,requirement_type,label,year,semester_index,semester_label,option_min_count,option_index,course_code,numeric_code,course_title,metu_credit,contact_hours,lab_hours,ects,source_url,review_status
AE,572,REQ-0028,course_choice,Any 1 of the following set ..,2,4,Fourth Semester,1,1,HIST 2202,2402202,,0,2,0,2.0,https://catalog.metu.edu.tr/program.php?fac_prog=572,scraped
AE,572,REQ-0028,course_choice,Any 1 of the following set ..,2,4,Fourth Semester,1,2,HIST 2206,2402206,HISTORY OF THE TURKISH REVOLUTION II,0,2,0,2.0,https://catalog.metu.edu.tr/program.php?fac_prog=572,scraped
AE,572,REQ-0029,summer_practice,AEE 300,3,5,Fifth Semester,1,1,AEE 300,5720300,SUMMER PRACTICE II,0,0,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=572,scraped
AE,572,REQ-0030,required_course,AEE 301,3,5,Fifth Semester,1,1,AEE 301,5720301,MEASUREMENT TECHNIQUES I,2,1,2,3.0,https://catalog.metu.edu.tr/program.php?fac_prog=572,scraped
AE,572,REQ-0031,required_course,AEE 305,3,5,Fifth Semester,1,1,AEE 305,5720305,NUMERICAL METHODS,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=572,scraped
AE,572,REQ-0032,required_course,AEE 345,3,5,Fifth Semester,1,1,AEE 345,5720345,AERODYNAMICS I,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=572,scraped
AE,572,REQ-0033,required_course,AEE 361,3,5,Fifth Semester,1,1,AEE 361,5720361,APPLIED ELASTICITY,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=572,scraped
AE,572,REQ-0034,required_course,AEE 371,3,5,Fifth Semester,1,1,AEE 371,5720371,AIRCRAFT PERFORMANCE,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=572,scraped
AE,572,REQ-0035,required_course,AEE 385,3,5,Fifth Semester,1,1,AEE 385,5720385,SYSTEM DYNAMICS AND CONTROL,4,4,0,6.0,https://catalog.metu.edu.tr/program.php?fac_prog=572,scraped
AE,572,REQ-0036,course_choice,Any 1 of the following set ..,3,5,Fifth Semester,1,1,TURK 105,6420105,TURKISH I,0,4,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=572,scraped
AE,572,REQ-0036,course_choice,Any 1 of the following set ..,3,5,Fifth Semester,1,2,TURK 201,6420201,ELEMENTARY TURKISH I,0,2,0,3.0,https://catalog.metu.edu.tr/program.php?fac_prog=572,scraped
AE,572,REQ-0036,course_choice,Any 1 of the following set ..,3,5,Fifth Semester,1,3,TURK 303,6420303,TURKISH I,0,2,0,2.0,https://catalog.metu.edu.tr/program.php?fac_prog=572,scraped
AE,572,REQ-0037,required_course,AEE 302,3,6,Sixth Semester,1,1,AEE 302,5720302,MEASUREMENT TECHNIQUES II,2,1,2,3.0,https://catalog.metu.edu.tr/program.php?fac_prog=572,scraped
AE,572,REQ-0038,required_course,AEE 331,3,6,Sixth Semester,1,1,AEE 331,5720331,HEAT TRANSFER,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=572,scraped
AE,572,REQ-0039,required_course,AEE 338,3,6,Sixth Semester,1,1,AEE 338,5720338,PROPULSION SYSTEMS I,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=572,scraped
AE,572,REQ-0040,required_course,AEE 346,3,6,Sixth Semester,1,1,AEE 346,5720346,AERODYNAMICS II,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=572,scraped
AE,572,REQ-0041,required_course,AEE 364,3,6,Sixth Semester,1,1,AEE 364,5720364,AEROSPACE STRUCTURES,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=572,scraped
AE,572,REQ-0042,required_course,AEE 372,3,6,Sixth Semester,1,1,AEE 372,5720372,FLIGHT MECHANICS,3,3,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=572,scraped
AE,572,REQ-0043,course_choice,Any 1 of the following set ..,3,6,Sixth Semester,1,1,TURK 106,6420106,TURKISH II,0,4,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=572,scraped
AE,572,REQ-0043,course_choice,Any 1 of the following set ..,3,6,Sixth Semester,1,2,TURK 202,6420202,INTERMEDIATE TURKISH I,0,2,0,3.0,https://catalog.metu.edu.tr/program.php?fac_prog=572,scraped
AE,572,REQ-0043,course_choice,Any 1 of the following set ..,3,6,Sixth Semester,1,3,TURK 304,6420304,TURKISH II,0,2,0,2.0,https://catalog.metu.edu.tr/program.php?fac_prog=572,scraped
AE,572,REQ-0044,summer_practice,AEE 400,4,7,Seventh Semester,1,1,AEE 400,5720400,SUMMER PRACTICE III,0,0,0,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=572,scraped
AE,572,REQ-0045,required_course,AEE 451,4,7,Seventh Semester,1,1,AEE 451,5720451,AEROSPACE ENGINEERING DESIGN,3,2,2,7.0,https://catalog.metu.edu.tr/program.php?fac_prog=572,scraped
AE,572,REQ-0046,restricted_elective_pool,RESTRICTED ELECTIVE,4,7,Seventh Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=572,scraped
AE,572,REQ-0047,free_elective_pool,FREE ELECTIVE,4,7,Seventh Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=572,scraped
AE,572,REQ-0048,technical_elective_pool,TECHNICAL ELECTIVE,4,7,Seventh Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=572,scraped
AE,572,REQ-0049,technical_elective_pool,TECHNICAL ELECTIVE,4,7,Seventh Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=572,scraped
AE,572,REQ-0050,nontechnical_elective_pool,NONTECHNICAL ELECTIVE,4,7,Seventh Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=572,scraped
AE,572,REQ-0051,restricted_elective_pool,RESTRICTED ELECTIVE,4,8,Eighth Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=572,scraped
AE,572,REQ-0052,technical_elective_pool,TECHNICAL ELECTIVE,4,8,Eighth Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=572,scraped
AE,572,REQ-0053,technical_elective_pool,TECHNICAL ELECTIVE,4,8,Eighth Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=572,scraped
AE,572,REQ-0054,technical_elective_pool,TECHNICAL ELECTIVE,4,8,Eighth Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=572,scraped
AE,572,REQ-0055,nontechnical_elective_pool,NONTECHNICAL ELECTIVE,4,8,Eighth Semester,1,,,,,,,,5.0,https://catalog.metu.edu.tr/program.php?fac_prog=572,scraped
