id,course_code,course_number,course_name,sources,curriculum_programs,requirement_types,scrape_status,found_semester
5650419,MINE 419,419,MATERIALS HANDLING &MINE TRANSPORT,curriculum;prerequisite_closure,MINE,required_course,scraped,20251
5650422,MINE 422,422,MINE HEALTH . SAFETY AND ETHICS,curriculum,MINE,required_course,scraped,20252
5650427,MINE 427,427,MINERAL PROCESSING DESIGN,curriculum,MINE,required_course,scraped,20251
8770101,OHS 101,101,OCCUPATIONAL HEALTH AND SAFETY-I,curriculum;prerequisite_closure,MINE,required_course,scraped,20252
2300105,PHYS 105,105,GENERAL PHYSICS I,curriculum;prerequisite_closure,MINE,required_course,scraped,20251
2300106,PHYS 106,106,GENERAL PHYSICS II,curriculum;prerequisite_closure,MINE,required_course,scraped,20252
6420105,TURK 105,105,TURKISH I,curriculum;prerequisite_closure,MINE,course_choice,scraped,20251
6420106,TURK 106,106,TURKISH II,curriculum,MINE,course_choice,scraped,20252
6420201,TURK 201,201,ELEMENTARY TURKISH I,curriculum;prerequisite_closure,MINE,course_choice,scraped,20252
6420202,TURK 202,202,INTERMEDIATE TURKISH I,curriculum,MINE,course_choice,scraped,20252
6420303,TURK 303,303,TURKISH I,curriculum;prerequisite_closure,MINE,course_choice,scraped,20252
6420304,TURK 304,304,TURKISH II,curriculum,MINE,course_choice,scraped,20252
