id,course_code,course_number,course_name,sources,curriculum_programs,requirement_types,scrape_status,found_semester
2360155,MATH 155,155,CALCULUS I (ACCELERATED),prerequisite_closure,,,not_found_in_searched_offerings,
2360157,MATH 157,157,BASIC CALCULUS I,prerequisite_closure,,,not_found_in_searched_offerings,
2360219,MATH 219,219,INTRODUCTION TO DIFFERENTIAL EQUATIONS,curriculum,GEOE,required_course,scraped,20252
5650317,MINE 317,317,INTRODUCTION TO ROCK MECHANICS,curriculum,GEOE,required_course,scraped,20251
8770101,OHS 101,101,OCCUPATIONAL HEALTH AND SAFETY-I,curriculum;prerequisite_closure,GEOE,required_course,scraped,20252
8770301,OHS 301,301,OCCUPATIONAL HEALTH AND SAFETY - II,curriculum;prerequisite_closure,GEOE,required_course,scraped,20252
2300105,PHYS 105,105,GENERAL PHYSICS I,curriculum;prerequisite_closure,GEOE,required_course,scraped,20251
2300106,PHYS 106,106,GENERAL PHYSICS II,curriculum,GEOE,required_course,scraped,20252
6420105,TURK 105,105,TURKISH I,curriculum;prerequisite_closure,GEOE,course_choice,scraped,20251
6420106,TURK 106,106,TURKISH II,curriculum,GEOE,course_choice,scraped,20252
6420201,TURK 201,201,ELEMENTARY TURKISH I,curriculum;prerequisite_closure,GEOE,course_choice,scraped,20252
6420202,TURK 202,202,INTERMEDIATE TURKISH I,curriculum,GEOE,course_choice,scraped,20252
6420303,TURK 303,303,TURKISH I,curriculum;prerequisite_closure,GEOE,course_choice,scraped,20252
6420304,TURK 304,304,TURKISH II,curriculum,GEOE,course_choice,scraped,20252
